Mileage,Cylinder,Doors,Cruise,Sound,Leather,Buick,Cadillac,Chevy,Pontiac,Saab,Saturn,convertible,coupe,hatchback,sedan,wagon,Price
22479,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,12570.14
13776,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,14023.94
27521,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12706.91
27394,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,11961.62
19461,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12810.91
22382,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12845.17
23200,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12897.93
8967,8,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,39713.67
7054,8,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,39875.85
34191,8,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,31186.74
11619,8,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,39365.88
24259,8,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,34297.31
9410,8,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,38990.61
21350,8,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,35261.44
24960,8,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,27370.96
13678,8,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,31024.87
27199,8,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,28502.31
10915,8,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,32219.59
16193,8,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,29595.79
21418,8,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,29664.7
26126,8,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,27548.63
21891,4,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,12464.07
13145,4,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,13160.12
20618,4,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,12832.46
24318,4,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,12258.86
23931,4,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,12465.51
19081,4,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,12828.03
25285,4,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,11903.1
25040,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,17750.88
18339,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,18145.13
25052,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,17772.97
23852,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,18348.9
25464,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,17394.02
10036,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,20099.26
2992,6,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,20698.08
19800,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,19924.16
32896,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,17808.2
23359,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,19774.25
15066,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,20538.09
23765,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,19344.17
26034,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,18543.43
16633,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,20512.09
10577,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,23785.92
8970,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,22358.88
16508,6,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,21895.76
14363,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,22926.09
24469,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,21058.14
25245,6,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,19556.9
21394,6,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,21183.12
25212,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,21341.26
27096,6,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,20986.02
26779,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,21683.03
24439,6,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,21799.17
15755,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,23447.69
18147,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,23016.01
16235,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,23547.24
17138,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,38600.24
25339,8,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,36154.3
21966,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,36077.8
14743,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,40335.74
25163,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,35338.65
16041,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,39307.01
14095,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,39801.55
41829,8,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,32537.19
21593,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,37510.25
36074,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,32954.14
26250,8,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,36245.16
12791,8,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,40856.39
8125,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,41378.05
22211,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,37215.17
9380,6,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,17202.83
5131,6,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,17675.84
20917,6,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,15253.87
23335,6,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,14703.14
22641,6,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,15059.13
12071,6,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,16792.68
6761,6,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,17141.94
26477,6,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,19204.81
30063,6,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,18529.34
20770,6,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,20627.66
28354,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,18158.08
22628,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,19540.24
12313,6,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,21875.1
4537,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,21903.32
25295,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,15788.1
20829,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,17162.87
25777,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,16569.14
21304,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,16391.17
29925,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,15457.17
26511,6,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,16283.96
16554,6,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,18254.92
21461,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15802.65
31424,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14396.27
31791,4,4,1,1,1,0,0,0,1,0,0,0,0,0,0,1,14869.28
18206,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15568.97
16078,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,16353.1
21391,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,15730.05
17053,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,15977.91
21132,6,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,19646.72
21211,6,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,20173.91
12314,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,22100.39
24992,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,18701.22
27721,6,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,19448.23
17417,6,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,21281.88
11229,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,21230.98
19148,8,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,23578.16
21929,8,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,22231.56
25651,8,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,22189.12
19521,8,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,22525.27
17273,8,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,23449.31
27168,8,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,21403.76
31197,8,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,21200.69
6420,8,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,68566.19
583,8,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,70755.47
42691,8,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,52001.99
23193,8,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,60567.55
18200,8,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,63913.12
7892,8,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,69133.73
12021,8,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,66374.31
10102,6,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,17322.08
16229,6,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,16507.07
14242,6,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,16425.17
25979,6,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,15118.89
10986,6,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,17978.36
35662,6,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13585.64
20484,6,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,15731.13
17353,6,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,21908.37
20158,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,20952.22
27839,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,19425.85
29187,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,19191.99
17787,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,21956.34
24323,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,19981.13
19562,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,21646.12
23553,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,32075.98
35157,4,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,27666.23
12251,4,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,34819.3
20925,4,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,33540.54
24559,4,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,31969.07
10340,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,35622.14
19112,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,32737.08
27686,4,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,23249.84
3907,4,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,29246.24
26345,4,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,24801.62
50387,4,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,22244.88
16688,4,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,26775.03
21433,4,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,25996.81
19569,4,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,25299.97
18805,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,31156.6
21960,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,29114.54
15050,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,30443.88
40719,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,24903.48
18187,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,31084.94
6409,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,33005.78
17317,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,31153.01
25218,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,23329.21
21616,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,23274.48
4836,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,27280.98
17431,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,25959.12
22571,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12630.78
22771,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,12425.39
25816,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,12549.89
19612,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12274.96
17741,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,13446.21
24568,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12319.7
30297,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12234.89
29891,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12684.99
32844,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12553.07
20374,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,14185.02
27942,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,13019.07
6048,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,15747.8
25845,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,13699.04
27249,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,13530.07
10414,6,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,19177.41
23491,6,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,16357.99
26700,6,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,15797.2
18602,6,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17515.4
11647,6,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,18040.14
25931,6,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,16345.94
5827,6,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18800.09
22225,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10386.04
20100,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,11017.17
12101,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,12163.82
20334,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,11096.86
27906,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10777.05
10011,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,12146.19
19699,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,11472.02
23460,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,16825.19
33906,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,14914.2
19386,6,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,17801.23
24583,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,16543.98
21829,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,16744.03
26532,6,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,16143.96
17020,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,17891.63
11981,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,12409.95
4142,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12314.59
3629,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12649.11
30948,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10491.08
11156,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,11318.01
15253,4,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,11700.11
19945,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11215.02
2464,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,14894.98
14630,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,13167.7
25862,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,13230.92
25048,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,12573.9
39946,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,11328.96
25069,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,12383.4
11488,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,14678.11
27431,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,13545.03
21128,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,14304.74
12980,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,14847.04
18790,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,14593.85
23748,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,13744.85
21611,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,13688.95
34815,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,12741.19
18198,6,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,19075.68
25453,6,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,17839.8
1853,6,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,21757.05
26980,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,17789.35
19874,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,18527.21
29368,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,17294.18
21512,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,18912.98
21675,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,16472.9
25697,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,16300.47
32462,6,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,15138.4
21417,6,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,17158.92
27476,6,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,15623.2
1480,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,19164.61
23621,6,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,16993.78
28408,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,12230.1
19715,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,12507.49
19898,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,13141.05
4652,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,15053.93
20682,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,13594.09
14231,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,13464.8
6224,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,14642.32
16958,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,14255.75
20043,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,13308.83
20512,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,14145.88
21684,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,12944.94
27560,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,12846.06
8615,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,14266.91
18766,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,13688
22729,6,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20017.97
22152,6,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,20839.15
39049,6,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,17586.93
18021,6,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,20676.17
14788,6,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,22384.12
7065,6,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,21745.03
23121,4,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,11179.95
20156,4,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,11031.13
23119,4,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,10921.95
20186,4,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,11343.05
25746,4,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,11013.87
25476,4,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,11070.06
21421,4,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,11391.21
16335,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,18273.01
6608,6,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,19471.97
19490,6,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,17663.22
15190,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,18009.85
24905,6,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,16988.3
18451,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,17553.75
17441,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,18311.76
7278,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11918.46
34621,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,9919.05
